replyID,relpy_text,hatespeech_or_not
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtijsMUIiw,@RealmCenter40 But &#39;Unified Sabotage&#39; would be a cool name for a band.,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtiyE8cviY,"@dan dansen I see now you just want to be combative, my mistake. I thought maybe you were capable of real dialogue which is always a stretch in the comment sections. Unified sabotage can certainly be a thing. If you have two supervisors at work who do not like you for whatever reason they can work in collusion to make it look like you are an under performer even if you aren’t, justify your termination and walk away squeaky clean. I appreciate the interaction without emojis and outright insults though, take care.",0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtkDjlGgdA,"I&#39;ve been a demoncrat since 1983. After what took place this last year and a half in the U.S. my moral conscience made me switch parties. Voting for Sleepy joe was the biggest mistake I have ever made in my entire life. My parents raised me better than that. To those who have been affected by my reckless, evil decisions, I am begging for your forgiveness, I will never vote DEMONCRATE AGAIN.",0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtkZm87RlZ,"@dan dansen BTW, if you think you can make money off branding “Unified sabotage” do it. If I see it all over the place I would hope you at least seek me out for a small royalty.",0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9Ztmh5eEQOY,Stop trolling this same comment tons videos you are a BOT !,1
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtwZt_N9-4,@gerald greenman I am Canadian and I know lots of Canadian patriots who love Trump.,0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9ZtyC7-tt5P,So your a lifelong democrats who wants to feel good with some thumbs 👍,0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9Zu6gcGE1Di,where is ashley bidens diary? where is hunters laptop?,0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9Zu6jemwatF,I forgive you and I am thankful that you have realized the truth.,0
UgwBMM9E3cvsMcPdE294AaABAg.9Zt_upBBJxD9Zu8W97edd7,"Hey guys.I&#39;m a mainstream guy that goes with the flow.I always support the current thing with all my heart and soul.Last week I couldn&#39;t find Ukraine on a map and now Im flying the blue and yellow on my homepage.Anytime a narrative is pushed without any contradiction Im 100% on board because that means its totaly true.And anyone who isnt on board with the mainstream is a total nutjob or Russian <a href=""http://bot.im/"">bot.Im</a> also ready to pay 35USD/gal for gasoline because I heard it on The Tonight Show.I fully trust my government to make the best decisions for me.Thanks guys.",0
UgxeYWgvJw75pSAxo8R4AaABAg.9_2QuhWyftj9_9Ao1ZS6EU,What&#39;s your whiny squeaky Senator Kennedy Doing for y&#39;all?,1
UgwXA3NnxDVQywNsu8p4AaABAg.9ZwLMlwPhc89ZwMJNeZV9f,"And yet you&#39;re here, watching. Funny",1
Ugwhrd9CQglVPR8wHTF4AaABAg.9Zvwgxt5_kf9ZwMNd89tsh,What a weird comment. Did you even watch the video?,1
Ugwhrd9CQglVPR8wHTF4AaABAg.9Zvwgxt5_kf9Zx4E86Ab1q,@K2 Your comment is completely irrelevant to the video,1
Ugwhrd9CQglVPR8wHTF4AaABAg.9Zvwgxt5_kf9ZyEynavlIx,@K2 Being you seems like a difficult job. Good luck,1
Ugwhrd9CQglVPR8wHTF4AaABAg.9Zvwgxt5_kf9ZyFOLF2RWT,@A T Awesome thank you so much. Peace bro,0
UgzA_bQ-_fWE1H46uUV4AaABAg.9ZvjwUuKnsp9ZwLGxPfUR7,"some people are born idiots, others  practice at it....isnt that  right darrell ?",1
UgwtriaNp2vFnFCAaop4AaABAg.9Zv_jmzewqK9ZvkDGHXocn,Never!!! Why would we do that?,0
UgwlH7ek9zLzXo76w4x4AaABAg.9ZvQGkK8rVa9ZvZ5KjZnVh,Your prayers are WORTHLESS. What you need to do is vote Blue to fight climate change. <br><br>WHERE IS THE DISCERNMENT IN THE BODY OF CHRIST?,1
UgwlH7ek9zLzXo76w4x4AaABAg.9ZvQGkK8rVa9_LoBwWx6q6,@MIchael Beavis your giving democrats a bad name buddy,1
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9ZvZDDRdaX7,BUT HER EMAILS. AND TRUMP’S ANOINTING. AND JESUS. AND SATAN. AND THE CHILDREN. AND THE CHILDREN’S EMAILS. AND THE CHILDREN’S LAPTOPS.,1
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9ZvrtA1YNnT,@MIchael Beavis ….. what???,0
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9Zw4GzSWq9d,That is your evidence. Storms,0
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9Zw7AV8zwUK,@Ethan Shortnacy Have you accepted CHRIST JESUS into your heart as your personal savior?,0
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9ZxDIcH1lfD,@MIchael Beavis okay then!….. freak.,1
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9ZxF4gcnGHz,"@THEdjpluto I am not a freak. I am Sanctified Elder Master Anointed Prophet, Archbishop Dr Apostle Michael Sr, Esq. I have deep knowledge of The Word, and have been pastoring for more than 27 years.   <br><br>I hold a PhD in Theology and Philosophy from the Liberty University School of Divinity with a concentration in Creationism and Lizard People Studies.",0
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9Zy7PcBR4zd,@Ethan Shortnacy the ocean temperature change...science...never had seen a tornado growing up. Last year we had 3 tornado warnings in one night. They were only ten min away. Also as a kid in the 70s we had 20 or less days of high temperatures in the summer now it starts Mid April to September.   Most Christmas&#39;s no snow in the past 20 years...So yea global warming.. And you know it also affects the cold as well.  More polar vortexs as well.,0
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9ZyG0hX8EwW,"@MIchael Beavis right, a freak!",1
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9ZyI01eUvct,"@THEdjpluto When you are not knowledgeable of God’s Word and His anointing, you will not recognize a man or woman of God walking in the high level of authority that I do.   <br><br>Please hold back your tongue from speaking evil against me. You are not cursing me. You are cursing the anointing.   <br><br>Repent NOW so that God may have mercy on you.",1
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9_9B-jElKqX,@MIchael Beavis Yer Allowed cell phones in da looney bin?,1
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9_9CAGMiae9,@Paddy Holly  I am not in a mental institution. I am an anointed prophet. It is my Assignment to bring TRUTH and DISCERNMENT to the Body of Christ.,0
Ugzcyx3cGIn3hJ3y4mB4AaABAg.9ZvQDBd6ewA9_E5x0Hrl6K,@MIchael Beavis <br>Well BFD.<br>I&#39;m Cher in the days of her glory with Gregg Allman.<br>Now there&#39;s a sad but magnificent soul with a heart of gold. <br>Bless Cher for Trying to love him back to sanity ❤️,0
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZvSBGrqm9P,Is it ever a good idea to talk about an ongoing lawsuit you&#39;re in? Lol,1
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZvTLRg5Ug8,@Jack Sam It&#39;s called NEWS,0
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZvUY0Tsqyb,Relax he&#39;s only asking for half of what Nick Sandmann soaked them for.,1
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59Zvhm5-2kEw,@Harvey Manfredsenjenson Calm down buddy. It&#39;s never a good idea to talk about an on going lawsuit you&#39;re involved in. That&#39;s just common sense.,0
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZwFQ6Z3Afc,@Harvey Manfredsenjenson <b>And?</b> Fox doesn&#39;t report on it&#39;s on going lawsuit with dominion and smartmatic. No news company ever reports on their ongoing lawsuit.<br>Why are you so triggered? Calm down.,1
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZwGA6iazYb,"@Harvey Manfredsenjenson No news company reports their own ongoing case. Watch fox if you want coverage on CNN&#39;s lawsuit, watch CNN if you want coverage on FOX. It&#39;s not that hard to understand how not to incriminate yourself.",0
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZxmxfaSYb-,@Jack Sam HEY DUDE --- it&#39;s NEWS!,0
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZxmzyPhPUl,@Harris Thomas Why would I watch FOX?? 🤣🤣🤣🤣🤣,0
UgzZmLGnTTyKq9NYiiF4AaABAg.9ZvOiYkPmv59ZxnsETxlZo,@Harvey Manfredsenjenson  &quot; <b>And?</b> Fox doesn&#39;t report on it&#39;s on going lawsuit with dominion and smartmatic. <b>No news company ever reports on their ongoing lawsuit.</b><br>Why are you so triggered? Calm down. &quot;,0
UgyX0WAG9HUtKhaVERR4AaABAg.9ZvOUO_koKV9ZvPAMiSfhy,Dont worry most are high outa their minds on all the heroin brandys pumpin into the inner cities 😂😝😂,1
UgyX0WAG9HUtKhaVERR4AaABAg.9ZvOUO_koKV9Zv_fxgCrtw,@Locked And Loaded Entertainment Unfounded accusation,1
UgyHWvM9i6yqWc2yPwV4AaABAg.9ZvOHflljKp9ZvQhaVtzlL,Hello there how are you feeling today,0
UgxjEw_tcZlQYDua-0B4AaABAg.9ZvNsNL07I09ZvOvys-BoZ,Always amazes me that there are so few deaths when you look at the devastation these storms cause.,0
UgwsvnpXUsD1Y_zTpDp4AaABAg.9ZvN67mdmpL9ZvNN8AruOY,"Hurricanes usually spawn a few tornadoes, so New Orleans and the area around it probably get a handful of tornadoes every year.",0
UgwsvnpXUsD1Y_zTpDp4AaABAg.9ZvN67mdmpL9ZvkAcufON0,We get more tornados here in Nola then people realize. Especially during hurricanes,0
UgwsvnpXUsD1Y_zTpDp4AaABAg.9ZvN67mdmpL9ZvknUP0pGF,"Dang that sucks, that is hard living I pray for them",0
UgxcuDs4auPwcgEV6ap4AaABAg.9ZvMszw09cW9ZvPi_XlKBc,😂👶😂 try weather warfare,0
UgxcuDs4auPwcgEV6ap4AaABAg.9ZvMszw09cW9ZvUdjZ5f8a,Nope Putin did it !!!,0
Ugx-7F0uixFYXZK8B8p4AaABAg.9ZvMWm03-cm9Zvk4DDtReF,We are all below now there&#39;s no at or above any more.,0
Ugy76kzKFv4PHOAc8JZ4AaABAg.9ZvLvPd5xtN9ZvMFOgc4gn,"It did NOT hit New Orleans,it hit St. BERNARD, arabi,Chalmette,EAST of NOLA",0
Ugy76kzKFv4PHOAc8JZ4AaABAg.9ZvLvPd5xtN9Zw4P-gSEKH,Since it&#39;s not Ukraine should we ignore this.,0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvO05I9zR0,"Christ&#39;s Golden Rule is one of the reasons many states and DC enacted laws restricting religious exemptions long before covid. The revelation and experience of reconciliation with God in Jesus Christ leads people to form communities that seek, demonstrate and support the common good. ... The coherent Christian narrative generates people&#39;s understanding of their community and encourages specific behaviour internally and towards wider society.<br><br>Individual rights are balanced against the individual rights of others, and the rights of everyone as a whole, or the common good, or basically, what benefits everyone. Individuals also cannot use their rights in a way that harms the common good, like inciting a panic by yelling &#39;&#39;fire!&#39;&#39; in a crowded place.<br><br>When Jesus taught people to love their neighbors as themselves (Mark 12:30-31) and treat others as they would be treated (Matthew 7:12), he was teaching people to seek the Common Good.<br><br>When Paul said, “Do not seek your own personal interests alone, but also the interests of others,” he was teaching the Common Good (Philippians 2:4).<br><br>When John said, “Since God loved us so much, we also ought to love one another,” he was teaching the Common Good (1 John 4:11).<br><br>When Jesus said, “Whatever you do for the least of these, you do for me,” he was inviting us to seek the Common Good (Matthew 25:40).<br><br>When Jesus said, “You cannot serve both God and money,” he was teaching the common good (Matthew 6:24).<br><br>The Common Good teaches us to seek what’s best for everyone. Vaccines &amp; masks are what&#39;s best for everyone. It&#39;s charlatans that preach politics before God. It&#39;s charlatans that treat masks and vaccines as fire then shout &quot;fire&quot; in a crowded place when there is no fire. It&#39;s charlatans that puts full donation plates before their congregations health. When are these Christians going to start following Christ&#39;s Golden Rule?",0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvOsOVRgqC,@Chris DeWine  We don&#39;t know what jesus said. Jesus left not one written word and everything &#39;&#39; jesus said &#39;&#39; was said by people who never knew him.,0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvQ2uHI_Pd,"@Chris DeWine Not saying any such thing. ... it&#39;s just not credible because it&#39;s all written after the fact, none being contemporaneous. It can only be taken on a huge leap of faith, not fact.",0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvQyT-R8Xf,"@Jerry Langlois Religion is based on faith. It&#39;s not just Christianity, all religions are based on faith. When it comes down to it common good is instinctive in social animals. Other species run off or kill those that don&#39;t act for the common good. We humans have evolved, we&#39;ve added shunning, fines and imprisonment.",0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvRXdsSkcA,"@Jerry Langlois Everything the Bible says is the truth, every single word in it is true.<br>You yet do not know the truth, but you already judge it. All wisdom comes from God, all truths come from Him, you cannot find truth in a mouth that only tells lies; all men have fallen by sins, all men are condemned already, and there is only One way to be redeemed.<br>He who receives the Holy Spirit of God, already knows the truth and what will happen next; those who know the Word can only warn the lost, but they cannot choose for the lost; most will deny the truth, most will be condemned by the truth.",0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvUARujHWt,"@Chris DeWine You speak of common good, but goodness in the eyes of God is completely different; it is holiness, perfection; a thing that a man may call good, can easily be an abomination in the eyes of God. What am I truly saying to you? I tell you, there is no good in this world, all men have sinned and fallen short of the glory of God, this is a fallen world, which was allowed to exist only for the harvest of redeemed souls; those who accept the last covenant that God made. <br><br>This pandemic is nothing compared to what is about to come next.<br>Why am I telling you this? So you do not worry about things that are made of dust and will soon become dust again; do not hold on to dust, but hold on to the eternal promise of God, which will never become dust. The last covenant that God made with mankind is already expiring, and just as the last days of Sodom and Gomorrah, so will be these days, the redeemed will be rescued, and the day of wrath will be revealed.<br><br>So I advise to you, walk in holiness, do not sin, and if you can, win more souls for the Lord, let the Holy Spirit work through, tell them about the <b><i>real</i></b> reason why Jesus came: Jesus came to pay for the sins of those who will repent and abide in Him; you broke the law and He paid the fine.",0
UgyxzOcBA3kK6jIXJpt4AaABAg.9ZvLpyzsOGv9ZvUZ6M7IfS,"@Chris DeWine Well, you got that much right, all religions are based on faith ( not fact ) and what is faith ? Faith is believing without evidence which don&#39;t cut it for me.",0
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvMlTdZcSC,"It&#39;s just not practical, the cost alone would make it unaffordable to most people",0
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvMznwHiS8,"@Movie Nerd at 100+ mph, it wouldn&#39;t make a difference what object is going to be flung at you, because you&#39;ll be dead no matter what. Stronger materials significantly reduce the chances of your house being destroyed by a tornado.",0
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvNZfrZ08a,@Movie Nerd you woke up and chose to not use common sense huh,1
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvRVauvAzt,"@andrewdok idk, the way I see it you build once and have it for lifetime + less debris flying around if many use reinforced concrete: it should be subsidised instead of building those wooden houses over and over again (more expensive than concrete house in the end)<br><a href=""https://www.youtube.com/watch?v=amlxjC3qLAQ"">https://www.youtube.com/watch?v=amlxjC3qLAQ</a>",0
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvkLZrfE1H,"Cuz the concrete here sinks. Wood, concrete, dirt it all sinks. There&#39;s no point in even trying.",0
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvmKpIgPsR,@Holly Manasco Brooks all over the &#39;tornado alley&#39;?,0
UgyXUhvzcazfmvYZsY94AaABAg.9ZvLkOcwZZ19ZvmnH6i0Ov,"@theLastoftheHitachi I&#39;m jus speaking for the new Orleans part. Everyone else may be fine doing that. Louisiana would be a waste of time and money. Prob a good idea for Texas, Oklahoma Missouri Arkansas Kansas and those other states",0
UgysQnYToM-NqqxdJTp4AaABAg.9ZvLioARgMY9ZvLkf8Nwhw,Must be on spring break,0
UgzDmWPpqpF_5S2OcgN4AaABAg.9ZvLSExAG5V9Zvzdx_HxGl,"Let me guess, you trust trump with a sharpie",1
UgzWQgqQ805EjUUzHBx4AaABAg.9ZvLF0_sNGm9_47UbryVts,It&#39;s time to act! Praying won&#39;t help.,0
UgzWQgqQ805EjUUzHBx4AaABAg.9ZvLF0_sNGm9_9B7r0Gf5Y,As IF that&#39;s going to do Anything?,0
UgxL4n5zaFWkxYYITjF4AaABAg.9ZvKtkFz6tq9ZvNOgZfaAM,Exactly how would you tell the difference between the before and after if a tornado hit center city New Orleans?,0
Ugxvm-3GCkElXti8it94AaABAg.9ZvKeBO4hQx9ZvQfpm_ZUD,Hello Dave how are you feeling today,0
UgxvJSepbT9Bk8iEQ5V4AaABAg.9ZvKbQUeiUc9ZvNu7TW500,"Christ&#39;s Golden Rule is one of the reasons many states and DC enacted laws restricting religious exemptions long before covid. The revelation and experience of reconciliation with God in Jesus Christ leads people to form communities that seek, demonstrate and support the common good. ... The coherent Christian narrative generates people&#39;s understanding of their community and encourages specific behaviour internally and towards wider society.<br><br>Individual rights are balanced against the individual rights of others, and the rights of everyone as a whole, or the common good, or basically, what benefits everyone. Individuals also cannot use their rights in a way that harms the common good, like inciting a panic by yelling &#39;&#39;fire!&#39;&#39; in a crowded place.<br><br>When Jesus taught people to love their neighbors as themselves (Mark 12:30-31) and treat others as they would be treated (Matthew 7:12), he was teaching people to seek the Common Good.<br><br>When Paul said, “Do not seek your own personal interests alone, but also the interests of others,” he was teaching the Common Good (Philippians 2:4).<br><br>When John said, “Since God loved us so much, we also ought to love one another,” he was teaching the Common Good (1 John 4:11).<br><br>When Jesus said, “Whatever you do for the least of these, you do for me,” he was inviting us to seek the Common Good (Matthew 25:40).<br><br>When Jesus said, “You cannot serve both God and money,” he was teaching the common good (Matthew 6:24).<br><br>The Common Good teaches us to seek what’s best for everyone. Vaccines &amp; masks are what&#39;s best for everyone. It&#39;s charlatans that preach politics before God. It&#39;s charlatans that treat masks and vaccines as fire then shout &quot;fire&quot; in a crowded place when there is no fire. It&#39;s charlatans that puts full donation plates before their congregations health. When are these Christians going to start following Christ&#39;s Golden Rule?",0
UgzKTzgg5RUtE9Gxz0p4AaABAg.9ZvKBgSmklF9ZvMD_belv-,@Christopher Hall it’s a Democrat city in a Republican state….but the weather doesn’t care about that!  The mess in Nola is a purple problem.,0
UgzKTzgg5RUtE9Gxz0p4AaABAg.9ZvKBgSmklF9ZvQp7yvbxU,Hello there how are you feeling today,0
Ugzwntea0Xa0h6oGl7x4AaABAg.9ZvJc7pkuQy9ZvPSAbJf51,I would say Democrat cities you take a risk living in.,1
Ugw5JDi0U0FwuLDI6594AaABAg.9ZvIh3oB9499ZvP_6Uyaf2,God doesnt hear ppl who dont follow his commandments,0
UgxQkfnHkQjXiFdz2i94AaABAg.9ZvIdAazYb49ZvK81MM9bB,You think Tornados can vote? Wow.,1
UgyEl_Mx-SCvRH0ZsG94AaABAg.9ZvI9KvifF19ZvNdHjU3oy,"@u2mister1 If only lil Padgy had saved the $.16 cents Brandon saved him on hot dogs last summer he&#39;d be able to afford the &quot;New World Order&quot; gas and food. 📺🐑 <a href=""http://www.youtube.com/results?search_query=%23lgbfjb"">#LGBFJB</a>+ 📺🐑",0
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9ZvIltKgjvM,I&#39;m in Connecticut and I agree. I&#39;m glad we don&#39;t have to deal with these storms.,0
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9ZvLKtgwT4J,"was down there visiting family for Christmas and they got flurries there, they thought it was amazing, told them come hang out in January for a nor&#39;easter then",0
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9ZvOmzpveVL,Send your money to me. I&#39;ll make sure they get it,0
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9ZvQTFveUT0,@Christopher Hall For that part of the country it is amazing but does happen on the rare occasion.,0
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9ZvTFylvFui,"@Mary Rodger yeah, I get that part..",0
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9ZvToZBcQBp,@Rodriguez &quot; the heart throb &quot; cruz stope sending money to Trump then,1
UgxaYCRl6Yvm89GoUmp4AaABAg.9ZvHvw2DqeK9Zw_OjoNduh,The people is laughing and they will continue to laugh until they die.,0
UgxwwFWnkEkd6N1O3oZ4AaABAg.9ZvHk3blRjd9ZvI4lOKhi4,Too bad trump wasn&#39;t there to redraw the path of the tornado.,1
UgwxbuhVGKXXijqtwzJ4AaABAg.9ZvHioSHlp49ZvIU1Euep-,"@The Real American Patriot! I doubt that Trump would even go if he was still president, even for a photo OPP because New Orleans is a die hard Democrat City.",1
